time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/clip_range,train/n_updates,train/entropy_loss,train/clip_fraction,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/loss,train/explained_variance,train/std
134,1000.0,432,-483.6451358299999,274432,634,0.2,1330,-0.834553212672472,0.078369140625,872.4392551898957,0.0051898304,0.0017487914388766511,0.0003,274.723876953125,0.8665195107460022,0.3710942268371582
135,1000.0,436,-477.0341296299999,276480,633,0.2,1340,-0.839372513629496,0.027880859375,1100.7767457008363,0.0034972853,-0.0016379533117287792,0.0003,297.7662658691406,0.9379322528839111,0.37164637446403503
136,1000.0,439,-468.74667793000003,278528,633,0.2,1350,-0.8469558412209153,0.10302734375,52.106809687614444,0.013409568,-0.005896307853254257,0.0003,21.210866928100586,0.23992139101028442,0.37412309646606445
137,1000.0,443,-460.95376180000005,280576,632,0.2,1360,-0.842729520611465,0.230419921875,12.405507776141167,0.02412929,-0.0008442806240054779,0.0003,9.609284400939941,0.07344317436218262,0.37048888206481934
138,1000.0,446,-453.62725999,282624,632,0.2,1370,-0.8205260111019015,0.137158203125,59.197278678417206,0.008328775,-0.003306320698175114,0.0003,11.177038192749023,0.1776915192604065,0.36603444814682007
139,1000.0,448,-449.25345983,284672,634,0.2,1380,-0.7967003177851438,0.168212890625,12.200362721085549,0.013279628,0.001557918822800275,0.0003,7.100357532501221,0.10602623224258423,0.36134493350982666
140,1000.0,450,-434.8885111799999,286720,636,0.2,1390,-0.7733934633433819,0.184912109375,16.333351156115533,0.017635807,-0.0038396905743866227,0.0003,7.987494468688965,0.10356378555297852,0.3573647141456604
141,1000.0,452,-426.80391248,288768,637,0.2,1400,-0.7559898171573878,0.144921875,22.890682649612426,0.0105229085,-0.0029832929685653653,0.0003,3.874406099319458,0.3834151029586792,0.3549784719944
142,1000.0,454,-414.93020089,290816,639,0.2,1410,-0.7423492398113012,0.12646484375,36.51630398035049,0.0120197255,-0.003459798741096165,0.0003,11.2611722946167,0.2327137589454651,0.35225439071655273
143,1000.0,456,-408.21104011000006,292864,640,0.2,1420,-0.7155270531773568,0.184326171875,17.191145837306976,0.013938367,-0.0028153695893706754,0.0003,8.311239242553711,0.08686113357543945,0.3470853865146637
144,1000.0,458,-396.01641464,294912,642,0.2,1430,-0.6826089223846793,0.175341796875,19.51651331782341,0.017087651,-0.0029051573481410744,0.0003,8.423222541809082,0.16740870475769043,0.3413524031639099
145,1000.0,460,-391.43167378,296960,644,0.2,1440,-0.6648511037230491,0.165673828125,16.82980457544327,0.017396808,0.0003448003699304536,0.0003,6.137200832366943,0.2382909059524536,0.33967337012290955
146,1000.0,462,-385.96423431000005,299008,646,0.2,1450,-0.6595970019698143,0.174951171875,19.970457856357097,0.01593858,-0.001510970069648465,0.0003,4.872216701507568,0.45885300636291504,0.34009623527526855
147,1000.0,464,-378.11552406000004,301056,648,0.2,1460,-0.6514260936528444,0.17421875,11.59973768144846,0.014135139,0.0021227422017545904,0.0003,5.473300457000732,0.06860488653182983,0.33677780628204346
148,1000.0,466,-374.2922590399999,303104,649,0.2,1470,-0.641497945971787,0.17373046875,15.47609201669693,0.020136835,0.0017763305018888786,0.0003,6.443082809448242,0.3550289273262024,0.3354364037513733
149,1000.0,468,-369.07348214999996,305152,651,0.2,1480,-0.6289833718910813,0.188623046875,12.215914478898048,0.016942054,0.0003940897178836167,0.0003,6.205309867858887,0.15710598230361938,0.3317463994026184
150,1000.0,470,-365.68322276,307200,653,0.2,1490,-0.610479530878365,0.14931640625,23.94384625852108,0.011884643,-0.006161063896433916,0.0003,21.203243255615234,0.46721351146698,0.3293125033378601
151,990.22,472,-361.7306146799999,309248,654,0.2,1500,-0.5979532206431031,0.182080078125,15.042638143897056,0.0149752125,-0.0027610474491666535,0.0003,10.528918266296387,-0.005416512489318848,0.32772356271743774
152,990.22,474,-359.35199797999996,311296,656,0.2,1510,-0.5890850763767957,0.178466796875,10.26065298318863,0.016358297,-0.004200420145934913,0.0003,6.403336524963379,0.332536518573761,0.32719022035598755
153,990.22,475,-353.19021857,313344,658,0.2,1520,-0.5986007086932659,0.20361328125,12.22389938533306,0.02309379,0.0014823444711510093,0.0003,3.6962389945983887,0.2078242301940918,0.33111971616744995
154,990.22,477,-343.66667694000006,315392,660,0.2,1530,-0.60884053632617,0.10400390625,41.83389081954956,0.010405699,-0.004145129474636633,0.0003,21.937803268432617,0.20990604162216187,0.3302176594734192
155,990.22,479,-324.8071925,317440,661,0.2,1540,-0.5917165942490101,0.209033203125,12.977849732339383,0.017281398,0.002356269875599537,0.0003,7.392577648162842,0.18986648321151733,0.32622861862182617
156,990.22,481,-225.44771490000002,319488,663,0.2,1550,-0.5788491372019052,0.173486328125,9.843850837647915,0.02125157,0.0012481455778470263,0.0003,6.122872829437256,0.1594771146774292,0.32453811168670654
157,990.22,483,-220.17707425,321536,664,0.2,1560,-0.5776297934353352,0.189208984375,9.846972543001176,0.016560161,-0.0010885265379329211,0.0003,5.161170482635498,0.20876997709274292,0.3260822296142578
158,990.22,485,-211.03106302,323584,666,0.2,1570,-0.5787304116412997,0.1392578125,17.356761272251607,0.010772426,0.0001211491646245122,0.0003,7.791135787963867,0.23184937238693237,0.32570356130599976
159,990.22,487,-203.89369551,325632,668,0.2,1580,-0.5758538840338587,0.13505859375,20.275303480029105,0.008822685,-0.003051281286752783,0.0003,11.717392921447754,0.22824746370315552,0.3254024386405945
160,990.22,489,-203.18958256,327680,669,0.2,1590,-0.5640355667099357,0.1560546875,15.927360007166863,0.0107855555,-0.0005876836265088059,0.0003,6.893918514251709,0.046768903732299805,0.3214053213596344
161,990.22,491,-195.92265953000003,329728,671,0.2,1600,-0.5359097361564636,0.209716796875,9.418272210657596,0.016549358,0.002279158005694626,0.0003,4.273494720458984,0.12627249956130981,0.3167979121208191
162,990.22,492,-192.41526007000004,331776,673,0.2,1610,-0.5231989115476608,0.122265625,27.100221106410025,0.010768075,-0.00788088261615485,0.0003,10.248509407043457,0.27650976181030273,0.316192626953125
163,990.22,494,-179.23758233,333824,674,0.2,1620,-0.510854378528893,0.146337890625,25.952630633115767,0.015425537,-0.0015684479156334418,0.0003,10.743178367614746,0.05640894174575806,0.3127027153968811
164,990.22,496,-172.73480416,335872,676,0.2,1630,-0.49811315480619667,0.1357421875,30.227289524674415,0.013664678,-0.002349196604336612,0.0003,11.269780158996582,0.2263643741607666,0.3122810125350952
165,990.22,498,-169.11078261,337920,677,0.2,1640,-0.4959972560405731,0.11982421875,40.563033705949785,0.010517346,-0.004294737555028405,0.0003,17.32722282409668,0.3506896495819092,0.31218722462654114
166,990.22,500,-164.92674268,339968,679,0.2,1650,-0.4850472522899508,0.159033203125,39.277910536527635,0.014881242,-0.002613447011390235,0.0003,22.0974063873291,0.04476010799407959,0.309112012386322
167,990.22,502,-162.21056151,342016,680,0.2,1660,-0.4748037178069353,0.166796875,25.972696164250372,0.0140983295,-0.004270358465146273,0.0003,8.463333129882812,0.1911415457725525,0.3097197413444519
168,990.22,504,-154.24160227,344064,682,0.2,1670,-0.46270075142383577,0.198681640625,14.302932411432266,0.018160723,0.0013141314979293385,0.0003,6.912032127380371,0.10851913690567017,0.3058874011039734
169,990.22,506,-150.84723879,346112,683,0.2,1680,-0.46043050959706305,0.170849609375,17.194657650589942,0.013578567,0.0008273512954474427,0.0003,9.903337478637695,0.1033850908279419,0.3080194592475891
170,990.22,507,-70.955655,348160,685,0.2,1690,-0.4836458332836628,0.17578125,21.69182810485363,0.014716092,-0.0017281216918490828,0.0003,10.77061653137207,0.04789447784423828,0.31253165006637573
171,990.22,510,-63.928441719999995,350208,685,0.2,1700,-0.5045567525550723,0.1537109375,26.098404783010483,0.013406093,-0.005078486812999472,0.0003,9.247320175170898,0.4150276184082031,0.3150780200958252
172,984.65,514,-62.73988856,352256,685,0.2,1710,-0.5119997942820191,0.18447265625,15.237744732201099,0.015795743,-0.001025179770658724,0.0003,7.558444499969482,0.251020610332489,0.3154821991920471
173,984.65,517,-63.080206749999995,354304,684,0.2,1720,-0.5089789688587188,0.062353515625,124.80700342655182,0.0053559565,-0.004212345532141626,0.0003,35.297996520996094,0.6843222379684448,0.31449049711227417
174,984.65,520,-58.997154939999994,356352,684,0.2,1730,-0.4973569978028536,0.18115234375,17.249592024087907,0.023333026,-0.0027521449999767357,0.0003,7.262519359588623,-0.34767019748687744,0.3116433620452881
175,984.65,524,-50.64270565999998,358400,683,0.2,1740,-0.48262045402079823,0.236083984375,7.076468692719937,0.019291347,0.004467588344414253,0.0003,2.9474971294403076,0.16689354181289673,0.31065627932548523
176,983.93,527,-47.26266669999999,360448,683,0.2,1750,-0.4943645834922791,0.22373046875,8.250855377316475,0.02008789,0.0030882087812642567,0.0003,3.606579542160034,0.0692707896232605,0.31552308797836304
177,983.93,530,-40.81494664999999,362496,683,0.2,1760,-0.5022051122039557,0.169873046875,13.86131079941988,0.016919738,-0.004095518386748154,0.0003,5.707314968109131,0.35841643810272217,0.31535688042640686
178,983.93,533,-35.70587233,364544,682,0.2,1770,-0.4855713305994868,0.16103515625,12.51522841602564,0.019489013,-0.0014819648247794248,0.0003,6.556561470031738,0.16464382410049438,0.3107927441596985
179,983.93,536,-35.992636789999985,366592,682,0.2,1780,-0.4715779772028327,0.175048828125,16.419241793453693,0.016244154,0.000136569730238989,0.0003,15.415486335754395,0.3306828737258911,0.3102648854255676
180,983.93,540,-52.53868322999999,368640,682,0.2,1790,-0.4759732995182276,0.192236328125,15.37529878616333,0.022833765,0.005412505954154767,0.0003,6.167715549468994,0.020239591598510742,0.31243598461151123
181,983.93,543,-53.14989846999998,370688,682,0.2,1800,-0.4843477511778474,0.09345703125,205.59094727039337,0.011228003,0.00203254712105263,0.0003,39.211830139160156,0.8525776863098145,0.3132391571998596
182,983.93,546,30.46872155,372736,682,0.2,1810,-0.48961761835962536,0.14638671875,30.76295060515404,0.015505363,-0.0026131213118787853,0.0003,20.84079933166504,0.1085667610168457,0.3140132427215576
183,983.93,549,36.64241785,374784,681,0.2,1820,-0.48481959346681835,0.143603515625,31.45413130223751,0.009756186,-0.0017992812470765784,0.0003,22.164329528808594,0.47146350145339966,0.311847984790802
184,983.93,552,38.46987191,376832,681,0.2,1830,-0.45300681758672,0.18125,18.951246079802512,0.019039769,0.004582541240961291,0.0003,7.098451614379883,0.07248234748840332,0.30480337142944336
185,983.93,555,44.48558116,378880,682,0.2,1840,-0.430012246966362,0.140625,27.011924424767493,0.010263128,-0.002544218997354619,0.0003,11.994071960449219,0.5532726049423218,0.3040551543235779
186,983.93,557,45.74008482,380928,683,0.2,1850,-0.43134901244193313,0.1994140625,18.532541452348234,0.020057915,-0.0011753387094358913,0.0003,14.470219612121582,0.1160578727722168,0.3036665916442871
187,983.93,559,50.05607003,382976,684,0.2,1860,-0.44459987096488474,0.2013671875,17.29681541323662,0.014164368,0.007044932057033293,0.0003,5.091901779174805,0.12156599760055542,0.3063865303993225
188,983.93,561,50.376735470000014,385024,686,0.2,1870,-0.45272664837539195,0.200244140625,9.203913454711437,0.019434873,0.0005616594062303193,0.0003,4.697430610656738,0.1371910572052002,0.3063574433326721
189,983.93,563,57.47220924000001,387072,687,0.2,1880,-0.45531939845532177,0.1578125,18.724946230649948,0.01865453,-0.003969814249285264,0.0003,9.185203552246094,0.21746814250946045,0.307672917842865
190,983.93,565,55.291781070000006,389120,688,0.2,1890,-0.4579540709033608,0.2154296875,7.497050730884075,0.019153617,0.0009361535412608646,0.0003,2.9504995346069336,0.12655115127563477,0.30890822410583496
191,983.93,567,55.92123347,391168,689,0.2,1900,-0.4612723920494318,0.114697265625,146.18686936497687,0.009838125,-0.0029429847636492923,0.0003,7.820159912109375,0.79093337059021,0.3089311718940735
192,983.93,569,61.99904908999999,393216,690,0.2,1910,-0.4585606448352337,0.174755859375,13.830754414200783,0.02126303,-0.0009641391268814913,0.0003,7.230733871459961,0.3620418310165405,0.30781322717666626
193,983.93,571,65.70088005,395264,692,0.2,1920,-0.44915418699383736,0.216064453125,9.038053949177264,0.019853484,0.0003941824077628553,0.0003,4.079061508178711,0.12383383512496948,0.30489733815193176
194,983.93,573,66.89460097999999,397312,693,0.2,1930,-0.431515178270638,0.21787109375,8.270416858792306,0.02096007,0.004586511297384277,0.0003,5.381065845489502,0.07826799154281616,0.30243945121765137
195,983.93,575,67.78481522000001,399360,694,0.2,1940,-0.41574238874018193,0.19375,10.694314897060394,0.025730547,-0.0038717882038326935,0.0003,5.954291820526123,0.2173193097114563,0.30154865980148315
196,983.93,577,66.96361339,401408,695,0.2,1950,-0.4150069208815694,0.177587890625,16.423127192258836,0.015080805,-0.0015547270551905968,0.0003,7.373592853546143,0.13628911972045898,0.30007338523864746
197,983.93,579,66.19575735,403456,696,0.2,1960,-0.40569279752671716,0.1318359375,26.837121653556824,0.009834279,-0.004495175901683979,0.0003,13.124119758605957,0.07876831293106079,0.29868897795677185
198,983.93,581,66.26348325999999,405504,697,0.2,1970,-0.3964846175163984,0.151416015625,16.89975786805153,0.009276557,0.0005092403225717135,0.0003,9.52701473236084,0.06086844205856323,0.2979549765586853
199,983.93,583,64.18099686000001,407552,698,0.2,1980,-0.4037563303485513,0.15595703125,23.19758614897728,0.010079872,-0.0004968363093212247,0.0003,10.624129295349121,0.03608947992324829,0.3007277250289917
200,993.71,585,66.27019051,409600,699,0.2,1990,-0.41606581341475246,0.192333984375,10.166056735813617,0.015197255,0.0035626915661850942,0.0003,5.169818878173828,-0.0038241147994995117,0.3018532991409302
201,993.71,587,67.62935076999999,411648,700,0.2,2000,-0.4210156640037894,0.185205078125,9.415178583562374,0.013083098,-0.0028147774413810112,0.0003,6.49521017074585,0.0997157096862793,0.30244651436805725
202,993.71,589,71.84466561999999,413696,701,0.2,2010,-0.4201212365180254,0.17998046875,10.905638474225999,0.013664423,-0.0030902562764822507,0.0003,5.1480021476745605,0.2699265480041504,0.3023851215839386
203,993.71,591,73.10507903999999,415744,702,0.2,2020,-0.4158870542421937,0.156494140625,14.387599629163741,0.011702503,-0.0030184521943738218,0.0003,7.977327823638916,0.17125940322875977,0.30086958408355713
204,993.71,593,75.40205415999999,417792,703,0.2,2030,-0.4245114266872406,0.179345703125,12.847533699870109,0.015594419,-0.0018826493542292155,0.0003,6.075754642486572,0.10851848125457764,0.30398815870285034
205,993.71,595,77.61686107,419840,704,0.2,2040,-0.4313107099384069,0.19873046875,6.0909634456038475,0.0143772075,-0.0006210704043041915,0.0003,2.8197081089019775,0.09664320945739746,0.30309396982192993
206,993.71,597,79.16968704000001,421888,706,0.2,2050,-0.41947093028575183,0.152294921875,9.91482956558466,0.018780597,-0.003766846300277393,0.0003,4.599977493286133,0.17007458209991455,0.3010219633579254
207,993.71,599,82.04813549,423936,707,0.2,2060,-0.40422953441739085,0.180322265625,8.007083337008954,0.012441492,-0.002891150581126567,0.0003,3.835256576538086,0.2224574089050293,0.298617422580719
208,993.71,601,88.88060763,425984,708,0.2,2070,-0.3961060717701912,0.135595703125,12.583270870149136,0.010003083,-0.004183582484256476,0.0003,10.502306938171387,0.24740159511566162,0.2984302043914795
209,993.71,604,92.29290419999998,428032,707,0.2,2080,-0.3907653946429491,0.173876953125,13.692205466330051,0.014536317,-0.005853852092695888,0.0003,4.43148136138916,0.44784289598464966,0.2973264455795288
210,993.71,607,96.71475784999998,430080,707,0.2,2090,-0.3841332960873842,0.13515625,20.550966227054595,0.01672256,-0.0004387513879919425,0.0003,9.101149559020996,0.24499386548995972,0.29605674743652344
211,993.71,611,18.13920779,432128,706,0.2,2100,-0.38626739494502543,0.186767578125,18.23192632496357,0.013982572,-0.002168185498157982,0.0003,8.3911771774292,0.050456225872039795,0.29734769463539124
212,993.71,614,22.898434199999986,434176,706,0.2,2110,-0.3903065361082554,0.099365234375,629.072009062767,0.017924003,0.0020301801268942654,0.0003,73.75113677978516,0.8909211158752441,0.29747575521469116
213,993.71,617,31.411714690000004,436224,706,0.2,2120,-0.382693387940526,0.1642578125,16.10208979547024,0.019866295,0.0030427551158936695,0.0003,7.502455711364746,-0.9634944200515747,0.29578346014022827
214,993.71,621,35.278116589999996,438272,705,0.2,2130,-0.37411358319222926,0.148779296875,52.702095228433606,0.010428291,-0.005008991195063572,0.0003,22.392471313476562,0.16296714544296265,0.2962459921836853
215,993.71,623,38.98844044,440320,706,0.2,2140,-0.3619949400424957,0.259423828125,7.580810377001763,0.022083703,0.0033668753327219746,0.0003,3.948275566101074,-0.11687803268432617,0.2921627163887024
216,993.71,625,44.24706999,442368,707,0.2,2150,-0.33499482572078704,0.21884765625,7.823806753754615,0.016623177,0.0013353008194826542,0.0003,3.7918994426727295,0.14199626445770264,0.288784384727478
217,993.71,627,50.89446481999998,444416,708,0.2,2160,-0.3153531074523926,0.186474609375,7.803951648622752,0.015852034,-0.003200220853614155,0.0003,3.5189523696899414,0.11634749174118042,0.28705036640167236
218,993.71,630,52.77484047999997,446464,707,0.2,2170,-0.2967588994652033,0.230712890625,6.779430892318487,0.015270689,-0.006434254447231069,0.0003,2.916562080383301,0.13729780912399292,0.2830756604671478
219,993.71,632,56.08284657999998,448512,708,0.2,2180,-0.2859009575098753,0.1328125,21.784904067218303,0.009213053,-0.007874173281015829,0.0003,10.06293773651123,0.3168834447860718,0.2836456298828125
220,993.71,635,59.606439139999985,450560,709,0.2,2190,-0.2956652484834194,0.211767578125,9.421852518618106,0.019773614,-0.0020919196598697455,0.0003,2.5419158935546875,0.07038956880569458,0.28633978962898254
221,999.28,637,67.61366748999998,452608,709,0.2,2200,-0.3043916642665863,0.18505859375,8.444481581449509,0.015493693,0.0019398440592340194,0.0003,3.8717849254608154,0.17915910482406616,0.28684312105178833
222,999.28,641,67.32014962999999,454656,709,0.2,2210,-0.3069537252187729,0.134228515625,23.764022466540336,0.012458853,-0.003153774376551155,0.0003,13.518495559692383,0.22756117582321167,0.28714171051979065
223,999.28,645,-15.139564310000004,456704,707,0.2,2220,-0.3054320063441992,0.154052734375,56.39656485170126,0.011293648,-0.0013557333859353093,0.0003,39.19839096069336,0.6824138760566711,0.2866913974285126
224,999.28,648,-15.438435120000007,458752,707,0.2,2230,-0.3041131317615509,0.031396484375,2595.271741580963,0.004612188,0.00014403166715055705,0.0003,311.0032653808594,0.25739890336990356,0.2864483594894409
225,1000.0,652,-14.787746779999994,460800,706,0.2,2240,-0.30183615945279596,0.246630859375,15.349249744415284,0.022610776,0.004077077061083401,0.0003,5.9807610511779785,-1.8621830940246582,0.28716111183166504
226,1000.0,656,-60.529952859999995,462848,705,0.2,2250,-0.30304994322359563,0.147900390625,32.355961185693744,0.014821754,-0.005587817674677353,0.0003,17.989559173583984,0.4927753806114197,0.28765618801116943
227,1000.0,659,-61.46652063999997,464896,704,0.2,2260,-0.3026673775166273,0.06220703125,1121.1748540878295,0.003461824,0.0003664515010314062,0.0003,283.9352111816406,0.9029066562652588,0.2869277596473694
228,1000.0,662,-57.63122126999999,466944,704,0.2,2270,-0.2993872556835413,0.213232421875,26.514587703347207,0.026227346,-0.001305995401344262,0.0003,10.502862930297852,-0.3299591541290283,0.2861718535423279
229,1000.0,664,-127.51653644,468992,705,0.2,2280,-0.2976476985961199,0.087060546875,2524.496286392212,0.0031570783,0.0012222822901094333,0.0003,894.3153686523438,0.9536699652671814,0.2864404022693634
230,1000.0,666,-129.06966886,471040,706,0.2,2290,-0.29963658675551413,0.049169921875,817.7570252418518,0.0059108767,0.00036062773142475635,0.0003,390.0226745605469,0.9602800607681274,0.28689202666282654
231,1000.0,668,-131.02523003,473088,707,0.2,2300,-0.30844469256699086,0.2119140625,23.10268644988537,0.018973611,0.000460994872264564,0.0003,13.163527488708496,-0.14706099033355713,0.2888278067111969
232,1000.0,670,-128.59276601,475136,708,0.2,2310,-0.3132326606661081,0.2087890625,83.94440291523934,0.017179556,-0.0017983826306590344,0.0003,18.13338851928711,-0.6764403581619263,0.2898702025413513
233,1000.0,672,-129.59758439,477184,709,0.2,2320,-0.3249238278716803,0.2708984375,21.27173394560814,0.0198524,0.004844175671314588,0.0003,7.315576076507568,0.3248141407966614,0.2907719910144806
234,1000.0,674,-128.90496627,479232,710,0.2,2330,-0.3166800834238529,0.18525390625,34.295359775424004,0.022431692,-0.0034836220074794255,0.0003,13.5370454788208,0.4677552580833435,0.28884774446487427
235,1000.0,676,-130.47150169,481280,711,0.2,2340,-0.3146286029368639,0.293701171875,14.429340568184852,0.034454558,0.0058419400331331415,0.0003,4.674301624298096,0.14873510599136353,0.28885310888290405
236,1000.0,678,-130.14290663,483328,712,0.2,2350,-0.31586018688976764,0.20859375,15.880860221385955,0.015111411,0.001311508894286817,0.0003,11.271571159362793,0.15592092275619507,0.2878958582878113
237,1000.0,680,-129.63846534,485376,713,0.2,2360,-0.31361963599920273,0.22470703125,16.680890887975693,0.019000482,-0.0012340820641838946,0.0003,9.110739707946777,0.03280031681060791,0.2892410457134247
238,1000.0,682,-131.13427357999998,487424,713,0.2,2370,-0.30844582468271253,0.239111328125,11.255694983899593,0.025479868,0.003600655276386533,0.0003,6.773290157318115,0.13164371252059937,0.2862478494644165
239,1000.0,685,-123.91180275999999,489472,714,0.2,2380,-0.29433162808418273,0.202880859375,11.532014591991901,0.015520153,-0.002285167053923942,0.0003,5.550551891326904,0.16896802186965942,0.2852758765220642
240,1000.0,687,-126.86846763000001,491520,715,0.2,2390,-0.2648383844643831,0.23857421875,8.588190894573927,0.028621402,0.00013340444202185607,0.0003,5.603869915008545,0.10348975658416748,0.2781290113925934
241,990.23,689,-134.24269094999997,493568,715,0.2,2400,-0.23890674524009228,0.130810546875,35.54991405010223,0.009442391,-0.005031891871112748,0.0003,34.84641647338867,0.28899621963500977,0.27703696489334106
242,990.23,691,-135.76845951999996,495616,716,0.2,2410,-0.2418909899890423,0.10205078125,43.42406303882599,0.009466431,-0.00791803814645391,0.0003,18.868377685546875,0.24417173862457275,0.2782076895236969
243,990.23,693,-136.14488492999996,497664,717,0.2,2420,-0.25028178840875626,0.202880859375,17.52940845489502,0.013396716,-0.0010681759493309073,0.0003,8.86150074005127,-0.03212428092956543,0.2779069244861603
244,990.23,695,-136.32493382,499712,718,0.2,2430,-0.24261775836348534,0.196728515625,28.665496039390565,0.016360803,-0.004229236856190255,0.0003,14.207988739013672,0.0655813217163086,0.27614444494247437
245,990.23,697,-133.20933387,501760,719,0.2,2440,-0.23319216184318065,0.180322265625,12.343794570863247,0.0199203,-0.0008669642906170338,0.0003,5.009397506713867,0.36309152841567993,0.2756871283054352
